Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
1978.262,True,False,True,11834,758,The American Wing,1978,Painting,Leatherstocking's Rescue,American,,,,,282,Artist, ,John Quidor,1801–1881, ,"Quidor, John",American,1801      ,1881      ,,http://vocab.getty.edu/page/ulan/500011517,https://www.wikidata.org/wiki/Q3182324,1832,1832,1832,Oil on canvas,26 x 34 in. (66 x 86.4 cm),"Gift of Erving Wolf Foundation, in memory of Diane R. Wolf, 1978",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11834,https://www.wikidata.org/wiki/Q20169764,,"Metropolitan Museum of Art, New York, NY",Dogs|Animals|Men|Women,http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
15.32,True,False,True,11981,766,The American Wing,1915,Painting,The Toilers of the Sea,American,,,,,16235,Artist, ,Albert Pinkham Ryder,"American, New Bedford, Massachusetts 1847–1917 Elmhurst, New York", ,"Ryder, Albert Pinkham",American,1847      ,1917      ,,http://vocab.getty.edu/page/ulan/500030492,https://www.wikidata.org/wiki/Q948598,ca. 1880–85,1877,1885,Oil on wood,11 1/2 x 12 in. (29.2 x 30.5 cm),"George A. Hearn Fund, 1915",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/11981,https://www.wikidata.org/wiki/Q20169806,,"Metropolitan Museum of Art, New York, NY",Seascapes|Boats,http://vocab.getty.edu/page/aat/300117546|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q158607|https://www.wikidata.org/wiki/Q35872
17.97.1,True,True,False,12052,770,The American Wing,1917,Painting,Bringing Down Marble from the Quarries to Carrara,American,,,,,16237,Artist, ,John Singer Sargent,"American, Florence 1856–1925 London", ,"Sargent, John Singer",American,1856      ,1925      ,,http://vocab.getty.edu/page/ulan/500023972,https://www.wikidata.org/wiki/Q155626,1911,1911,1911,Oil on canvas,28 1/8 x 36 1/8 in. (71.4 x 91.8 cm),"Harris Brisbane Dick Fund, 1917",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/12052,https://www.wikidata.org/wiki/Q20170034,,"Metropolitan Museum of Art, New York, NY",Men|Working,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300412186,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q6958747
16.53,True,True,False,12127,771,The American Wing,1916,Painting,Madame X (Madame Pierre Gautreau),American,,,,,16237,Artist, ,John Singer Sargent,"American, Florence 1856–1925 London", ,"Sargent, John Singer",American,1856      ,1925      ,,http://vocab.getty.edu/page/ulan/500023972,https://www.wikidata.org/wiki/Q155626,1883–84,1883,1884,Oil on canvas,"82 1/8 x 43 1/4in. (208.6 x 109.9cm)
Framed: 95 3/4 x 56 5/8 x 5 in. (243.2 x 143.8 x 12.7 cm)","Arthur Hoppock Hearn Fund, 1916",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/12127,https://www.wikidata.org/wiki/Q2664039,,"Metropolitan Museum of Art, New York, NY",Portraits|Profiles|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300123319|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q4382010|https://www.wikidata.org/wiki/Q467
38.104,True,True,False,12140,771,The American Wing,1938,Painting,Mr. and Mrs. I. N. Phelps Stokes,American,,,,,16237,Artist, ,John Singer Sargent,"American, Florence 1856–1925 London", ,"Sargent, John Singer",American,1856      ,1925      ,,http://vocab.getty.edu/page/ulan/500023972,https://www.wikidata.org/wiki/Q155626,1897,1897,1897,Oil on canvas,84 1/4 x 39 3/4 in. (214 x 101 cm),"Bequest of Edith Minturn Phelps Stokes (Mrs. I. N.), 1938",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/12140,https://www.wikidata.org/wiki/Q20173369,,"Metropolitan Museum of Art, New York, NY",Portraits|Men|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
27.67,True,True,False,12477,771,The American Wing,1927,Painting,"The Wyndham Sisters: Lady Elcho, Mrs. Adeane, and Mrs. Tennant",American,,,,,16237,Artist, ,John Singer Sargent,"American, Florence 1856–1925 London", ,"Sargent, John Singer",American,1856      ,1925      ,,http://vocab.getty.edu/page/ulan/500023972,https://www.wikidata.org/wiki/Q155626,1899,1899,1899,Oil on canvas,115 x 84 1/8 in. (292.1 x 213.7 cm),"Catharine Lorillard Wolfe Collection, Wolfe Fund, 1927",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/12477,https://www.wikidata.org/wiki/Q20170430,,"Metropolitan Museum of Art, New York, NY",Women|Portraits,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q134307
62.79.1,True,True,True,12600,747,The American Wing,1962,Painting,Francis Brinley,American,,,,,16535,Artist, ,John Smibert,"American, Edinburgh, Scotland 1688–1751 Boston, Massachusetts", ,"Smibert, John","American, Scottish",1688      ,1751      ,,http://vocab.getty.edu/page/ulan/500006043,https://www.wikidata.org/wiki/Q3182482,1729,1729,1729,Oil on canvas,50 x 39 1/4 in. (127 x 99.7 cm),"Rogers Fund, 1962",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/12600,https://www.wikidata.org/wiki/Q19925258,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
62.79.2,True,False,True,12602,747,The American Wing,1962,Painting,Mrs. Francis Brinley and Her Son Francis,American,,,,,16535,Artist, ,John Smibert,"American, Edinburgh, Scotland 1688–1751 Boston, Massachusetts", ,"Smibert, John","American, Scottish",1688      ,1751      ,,http://vocab.getty.edu/page/ulan/500006043,https://www.wikidata.org/wiki/Q3182482,1729,1729,1729,Oil on canvas,50 x 39 1/4 in. (127 x 99.7 cm),"Rogers Fund, 1962",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/12602,https://www.wikidata.org/wiki/Q19925491,,"Metropolitan Museum of Art, New York, NY",Children|Infants|Portraits|Mothers|Women,http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025932|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q7569|https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q7560|https://www.wikidata.org/wiki/Q467
07.75,True,True,True,12670,755,The American Wing,1907,Painting,Josef de Jaudenes y Nebot,American,,,,,16249,Artist, ,Gilbert Stuart,"American, North Kingston, Rhode Island 1755–1828 Boston, Massachusetts", ,"Stuart, Gilbert",American,1755      ,1828      ,,http://vocab.getty.edu/page/ulan/500010392,https://www.wikidata.org/wiki/Q41402,1794,1794,1794,Oil on canvas,50 3/4 x 39 3/4 in. (128.9 x 101 cm),"Rogers Fund, 1907",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/12670,https://www.wikidata.org/wiki/Q20170470,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
07.76,True,True,True,12674,755,The American Wing,1907,Painting,Matilda Stoughton de Jaudenes,American,,,,,16249,Artist, ,Gilbert Stuart,"American, North Kingston, Rhode Island 1755–1828 Boston, Massachusetts", ,"Stuart, Gilbert",American,1755      ,1828      ,,http://vocab.getty.edu/page/ulan/500010392,https://www.wikidata.org/wiki/Q41402,1794,1794,1794,Oil on canvas,50 5/8 x 39 1/2 in. (128.6 x 100.3 cm),"Rogers Fund, 1907",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/12674,https://www.wikidata.org/wiki/Q19923862,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
14.126.1,True,True,True,12702,,The American Wing,1914,Painting,Queen Victoria,American,,,,,16249,Artist, ,Thomas Sully,"American, Horncastle, Lincolnshire 1783–1872 Philadelphia, Pennsylvania", ,"Sully, Thomas",American,1783      ,1872      ,,http://vocab.getty.edu/page/ulan/500006873,https://www.wikidata.org/wiki/Q786545,1838,1838,1838,Oil on canvas,36 x 28 3/8 in. (91.4 x 71.5 cm),"Bequest of Francis T. S. Darley, 1914",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/12702,https://www.wikidata.org/wiki/Q20169527,,"Metropolitan Museum of Art, New York, NY",Portraits|Women|Crowns|Queen Victoria,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300046020|http://vocab.getty.edu/page/ulan/500022428,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q170984|https://www.wikidata.org/wiki/Q9439
24.109.88,True,True,True,12822,753,The American Wing,1924,Painting,George Washington and William Lee,American,,,,,16256,Artist, ,John Trumbull,"American, Lebanon, Connecticut 1756–1843 New York", ,"Trumbull, John",American,1756      ,1843      ,,http://vocab.getty.edu/page/ulan/500016000,https://www.wikidata.org/wiki/Q369263,1780,1780,1780,Oil on canvas,36 x 28 in. (91.4 x 71.1 cm),"Bequest of Charles Allen Munn, 1924",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/12822,https://www.wikidata.org/wiki/Q19925424,,"Metropolitan Museum of Art, New York, NY",George Washington|Men|Portraits|Horses|Servants,http://vocab.getty.edu/page/ulan/500126198|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300025874,https://www.wikidata.org/wiki/Q23|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q54128
1976.332,True,True,True,12828,753,The American Wing,1976,Painting,The Sortie Made by the Garrison of Gibraltar,American,,,,,16256,Artist, ,John Trumbull,"American, Lebanon, Connecticut 1756–1843 New York", ,"Trumbull, John",American,1756      ,1843      ,,http://vocab.getty.edu/page/ulan/500016000,https://www.wikidata.org/wiki/Q369263,1789,1789,1789,Oil on canvas,71 x 107 in. (180.3 x 271.8 cm),"Purchase, Pauline V. Fullerton Bequest; Mr. and Mrs. James Walter Carter and Mr. and Mrs. Raymond J. Horowitz Gifts; Erving Wolf Foundation and Vain and Harry Fish Foundation Inc. Gifts; Gift of Hanson K. Corning, by exchange; and Maria DeWitt Jesup and Morris K. Jesup Funds, 1976",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/12828,https://www.wikidata.org/wiki/Q7765338,,"Metropolitan Museum of Art, New York, NY",Men|Battles|Soldiers,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300185692|http://vocab.getty.edu/page/aat/300185678,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q178561|https://www.wikidata.org/wiki/Q4991371
68.52,True,True,True,12842,770,The American Wing,1968,Painting,Arques-la-Bataille,American,,,,,16257,Artist, ,John Henry Twachtman,"American, Cincinnati, Ohio 1853–1902 Gloucester, Massachusetts", ,"Twachtman, John Henry",American,1853      ,1902      ,,http://vocab.getty.edu/page/ulan/500006514,https://www.wikidata.org/wiki/Q1342683,1885,1885,1885,Oil on canvas,60 x 78 7/8 in. (152.4 x 200.3 cm),"Morris K. Jesup Fund, 1968",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/12842,https://www.wikidata.org/wiki/Q19925269,,"Metropolitan Museum of Art, New York, NY",Landscapes|Rivers,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300008707,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q4022
52.184,True,True,True,13052,735,The American Wing,1952,Painting,Panoramic View of the Palace and Gardens of Versailles,American,,,,,16260,Artist, ,John Vanderlyn,"American, Kingston, New York 1775–1852 Kingston, New York", ,"Vanderlyn, John",American,1775      ,1852      ,,http://vocab.getty.edu/page/ulan/500002618,https://www.wikidata.org/wiki/Q1661665,1818–19,1818,1819,Oil on canvas,12 x 165 ft. (3.6 x 49.5 m),"Gift of the Senate House Association, Kingston, N.Y., 1952",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13052,https://www.wikidata.org/wiki/Q18686963,,"Metropolitan Museum of Art, New York, NY",Fountains|Palaces|Gardens,http://vocab.getty.edu/page/aat/300006179|http://vocab.getty.edu/page/aat/300005734|http://vocab.getty.edu/page/aat/300008090,https://www.wikidata.org/wiki/Q483453|https://www.wikidata.org/wiki/Q16560|https://www.wikidata.org/wiki/Q1107656
1976.106.1,True,False,False,13065,766,The American Wing,1976,Painting,Lair of the Sea Serpent,American,,,,,16261,Artist, ,Elihu Vedder,"American, New York 1836–1923 Rome", ,"Vedder, Elihu",American,1836      ,1923      ,,http://vocab.getty.edu/page/ulan/500032587,https://www.wikidata.org/wiki/Q389726,ca. 1899,1896,1899,Oil on canvas,12 x 30 in. (30.5 x 76.2 cm),"Gift of Mrs. Harold G. Henderson, 1976",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13065,https://www.wikidata.org/wiki/Q20169678,,"Metropolitan Museum of Art, New York, NY",Serpents|Beaches,http://vocab.getty.edu/page/aat/300417734|http://vocab.getty.edu/page/aat/300008816,https://www.wikidata.org/wiki/Q2102|https://www.wikidata.org/wiki/Q40080
10.64.13,True,True,False,13070,774,The American Wing,1910,Painting,The Pleiades,American,,,,,16261,Artist, ,Elihu Vedder,"American, New York 1836–1923 Rome", ,"Vedder, Elihu",American,1836      ,1923      ,,http://vocab.getty.edu/page/ulan/500032587,https://www.wikidata.org/wiki/Q389726,1885,1885,1885,Oil on canvas,24 1/8 x 37 5/8 in. (61.3 x 95.6 cm),"Gift of George A. Hearn, 1910",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13070,https://www.wikidata.org/wiki/Q19923833,,"Metropolitan Museum of Art, New York, NY",Female Nudes|Dancing,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300389779,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q43393537
95.29,True,False,False,13124,763,The American Wing,1895,Painting,Interior View of the Metropolitan Museum of Art when in Fourteenth Street,American,,,,,16538,Artist, ,Frank Waller,"American, New York 1842–1923 Morristown, New Jersey", ,"Waller, Frank",American,1842      ,1923      ,,http://vocab.getty.edu/page/ulan/500029123,https://www.wikidata.org/wiki/Q21993970,1881,1881,1881,Oil on canvas,24 x 20 in. (61 x 50.8 cm),"Purchase, 1895",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13124,https://www.wikidata.org/wiki/Q19925041,,"Metropolitan Museum of Art, New York, NY",Women|Museums|Interiors,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300312302|http://vocab.getty.edu/page/aat/300391239,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q33506|https://www.wikidata.org/wiki/Q2998430
15.30.68,True,False,True,13171,766,The American Wing,1915,Painting,The Rajah Starting on a Hunt,American,,,,,16511,Artist, ,Edwin Lord Weeks,"American, Boston, Massachusetts 1849–1903 Paris", ,"Weeks, Edwin Lord",American,1849      ,1903      ,,http://vocab.getty.edu/page/ulan/500023842,https://www.wikidata.org/wiki/Q3735411,ca. 1885,1885,1885,Oil on canvas.,39 9/16 x 32 in. (100.5 x 81.3 cm),"Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13171,https://www.wikidata.org/wiki/Q19924464,,"Metropolitan Museum of Art, New York, NY",Birds|Palaces|Men|Leopards|Horses,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300005734|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300310390|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q16560|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q34706|https://www.wikidata.org/wiki/Q726
14.141,True,True,True,13184,770,The American Wing,1914,Painting,The Red Bridge,American,,,,,16270,Artist, ,Julian Alden Weir,"American, West Point, New York 1852–1919 New York", ,"Weir, Julian Alden",American,1852      ,1919      ,,http://vocab.getty.edu/page/ulan/500020809,https://www.wikidata.org/wiki/Q1284220,1895,1895,1895,Oil on canvas,24 1/4 x 33 3/4 in. (61.6 x 85.7 cm),"Gift of Mrs. John A. Rutherfurd, 1914",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13184,https://www.wikidata.org/wiki/Q19924750,,"Metropolitan Museum of Art, New York, NY",Bridges|Rivers|Trees,http://vocab.getty.edu/page/aat/300386855|http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q12280|https://www.wikidata.org/wiki/Q4022|https://www.wikidata.org/wiki/Q10884
13.20,True,True,True,13211,771,The American Wing,1913,Painting,Arrangement in Flesh Colour and Black: Portrait of Theodore Duret,American,,,,,16272,Artist, ,James McNeill Whistler,"American, Lowell, Massachusetts 1834–1903 London", ,"Whistler, James McNeill",American,1834      ,1903      ,,http://vocab.getty.edu/page/ulan/500012432,https://www.wikidata.org/wiki/Q203643,1883,1883,1883,Oil on canvas,76 1/8 x 35 3/4 in. (193.4 x 90.8 cm),"Catharine Lorillard Wolfe Collection, Wolfe Fund, 1913",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13211,https://www.wikidata.org/wiki/Q20169868,,"Metropolitan Museum of Art, New York, NY",Portraits|Men,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q8441
12.32,True,True,True,13223,766,The American Wing,1912,Painting,"Cremorne Gardens, No. 2",American,,,,,16272,Artist, ,James McNeill Whistler,"American, Lowell, Massachusetts 1834–1903 London", ,"Whistler, James McNeill",American,1834      ,1903      ,,http://vocab.getty.edu/page/ulan/500012432,https://www.wikidata.org/wiki/Q203643,ca. 1870–80,1867,1880,Oil on canvas,27 x 53 1/8 in. (68.6 x 134.9 cm),"John Stewart Kennedy Fund, 1912",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13223,https://www.wikidata.org/wiki/Q19924715,,"Metropolitan Museum of Art, New York, NY",Parks|Men|Women,http://vocab.getty.edu/page/aat/300008187|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q22698|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
21.115.4,True,True,True,13315,761,The American Wing,1921,Painting,The Trout Pool,American,,,,,302,Artist, ,Worthington Whittredge,"Springfield, Ohio 1820–1910 Summit, New Jersey", ,"Whittredge, Worthington",American,1820      ,1910      ,,http://vocab.getty.edu/page/ulan/500017639,https://www.wikidata.org/wiki/Q1370512,1870,1870,1870,Oil on canvas,36 x 27 1/8 in. (91.4 x 68.9 cm),"Gift of Colonel Charles A. Fowler, 1921",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13315,https://www.wikidata.org/wiki/Q19925092,,"Metropolitan Museum of Art, New York, NY",Forests|Landscapes,http://vocab.getty.edu/page/aat/300387598|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q4421|https://www.wikidata.org/wiki/Q191163
84.12c,True,False,True,13344,762,The American Wing,1884,Painting,A Bit of War History: The Veteran,American,,,,,16275,Artist, ,Thomas Waterman Wood,"American, Montpelier, Vermont 1823–1903 New York", ,"Wood, Thomas Waterman",American,1823      ,1903      ,,http://vocab.getty.edu/page/ulan/500017367,https://www.wikidata.org/wiki/Q7794913,1866,1866,1866,Oil on canvas,"28 1/4 x 20 1/4 in. (71.8 x 51.4 cm)
(framed with 84.12a and 84.12b)","Gift of Charles Stewart Smith, 1884",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13344,https://www.wikidata.org/wiki/Q20169687,,"Metropolitan Museum of Art, New York, NY",Soldiers|Men|American Civil War,http://vocab.getty.edu/page/aat/300185678|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901000030,https://www.wikidata.org/wiki/Q4991371|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q8676
84.12a,True,False,True,13345,762,The American Wing,1884,Painting,A Bit of War History: The Contraband,American,,,,,16275,Artist, ,Thomas Waterman Wood,"American, Montpelier, Vermont 1823–1903 New York", ,"Wood, Thomas Waterman",American,1823      ,1903      ,,http://vocab.getty.edu/page/ulan/500017367,https://www.wikidata.org/wiki/Q7794913,1865,1865,1865,Oil on canvas,"28 1/4 x 20 1/4 in. (71.8 x 51.4 cm)
(framed with 84.12b and 84.12c)","Gift of Charles Stewart Smith, 1884",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13345,https://www.wikidata.org/wiki/Q20169695,,"Metropolitan Museum of Art, New York, NY",American Civil War|Firearms|Men|Portraits,http://vocab.getty.edu/page/ia/901000030|http://vocab.getty.edu/page/aat/300037148|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8676|https://www.wikidata.org/wiki/Q12796|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
84.12b,True,False,True,13346,762,The American Wing,1884,Painting,A Bit of War History: The Recruit,American,,,,,16275,Artist, ,Thomas Waterman Wood,"American, Montpelier, Vermont 1823–1903 New York", ,"Wood, Thomas Waterman",American,1823      ,1903      ,,http://vocab.getty.edu/page/ulan/500017367,https://www.wikidata.org/wiki/Q7794913,1866,1866,1866,Oil on canvas,"28 1/4 x 20 1/4 in. (71.8 x 51.4 cm)
(framed with 84.12a and 84.12c)","Gift of Charles Stewart Smith, 1884",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13346,https://www.wikidata.org/wiki/Q19924171,,"Metropolitan Museum of Art, New York, NY",Soldiers|Firearms|Portraits|American Civil War|Men,http://vocab.getty.edu/page/aat/300185678|http://vocab.getty.edu/page/aat/300037148|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/ia/901000030|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q4991371|https://www.wikidata.org/wiki/Q12796|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q8676|https://www.wikidata.org/wiki/Q8441
1997.207,True,True,False,13758,774,The American Wing,1997,Painting,Lilacs in a Window (Vase de Lilas a la Fenetre),American,,,,,16175,Artist, ,Mary Cassatt,"American, Pittsburgh, Pennsylvania 1844–1926 Le Mesnil-Théribus, Oise", ,"Cassatt, Mary",American,1844      ,1926      ,Female,http://vocab.getty.edu/page/ulan/500012368,https://www.wikidata.org/wiki/Q173223,ca. 1880–83,1877,1883,Oil on canvas,24 3/16 x 20 1/8 in. (61.5 x 51.1 cm),"Partial and Promised Gift of Mr. and Mrs. Douglas Dillon, 1997
",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/13758,https://www.wikidata.org/wiki/Q17008188,,"Metropolitan Museum of Art, New York, NY",Flowers|Still Life,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300015638,https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q170571
1992.128,True,True,True,14472,736,The American Wing,1992,Painting,The Contest for the Bouquet: The Family of Robert Gordon in Their New York Dining-Room,American,,,,,256,Artist, ,Seymour Joseph Guy,"American (born England), London 1824–1910 New York", ,"Guy, Seymour Joseph","American, born England",1824      ,1910      ,,http://vocab.getty.edu/page/ulan/500023177,https://www.wikidata.org/wiki/Q16648954,1866,1866,1866,Oil on canvas,24 5/8 x 29 1/2 in. (62.5 x 74.9 cm),"Purchase, Gift of William E. Dodge, by exchange, and Lila Acheson  Wallace Gift, 1992",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/14472,https://www.wikidata.org/wiki/Q20170511,,"Metropolitan Museum of Art, New York, NY",Dining Rooms|Children|Women|Playing|Family|Interiors,http://vocab.getty.edu/page/aat/300004349|http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300025943| |http://vocab.getty.edu/page/aat/300435378|http://vocab.getty.edu/page/aat/300391239,https://www.wikidata.org/wiki/Q661199|https://www.wikidata.org/wiki/Q7569|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q1150958|https://www.wikidata.org/wiki/Q8436|https://www.wikidata.org/wiki/Q2998430
2006.235.74,True,True,True,14521,,The American Wing,2006,"Painting, miniature",Beauty Revealed,American,,,,,255,Artist, ,Sarah Goodridge,1788–1853, ,"Goodridge, Sarah",American,1788      ,1853      ,Female,http://vocab.getty.edu/page/ulan/500022221,https://www.wikidata.org/wiki/Q7422343,1828,1828,1828,Watercolor on ivory,2 5/8 x 3 1/8 in. (6.7 x 8 cm),"Gift of Gloria Manney, 2006",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/14521,https://www.wikidata.org/wiki/Q16950902,,"Metropolitan Museum of Art, New York, NY",Self-portraits|Female Nudes,http://vocab.getty.edu/page/aat/300124534|http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q192110|https://www.wikidata.org/wiki/Q40446
