Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
20.155.3,True,True,True,437447,,European Paintings,1920,Painting,Captain George K. H. Coussmaker (1759–1801),,,,,,16508,Artist, ,Sir Joshua Reynolds,"British, Plympton 1723–1792 London", ,"Reynolds, Joshua, Sir",British,1723      ,1792      ,,http://vocab.getty.edu/page/ulan/500004539,https://www.wikidata.org/wiki/Q194402,1782,1782,1782,Oil on canvas,93 3/4 x 57 1/4 in. (238.1 x 145.4 cm),"Bequest of William K. Vanderbilt, 1920",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437447,https://www.wikidata.org/wiki/Q5036652,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Horses,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q726
34.73,True,True,True,437455,,European Paintings,1934,Painting,The Holy Family with Saints Anne and Catherine of Alexandria,,,,,,16201,Artist, ,Jusepe de Ribera (called Lo Spagnoletto),"Spanish, Játiva 1591–1652 Naples", ,"Ribera, Jusepe de (called Lo Spagnoletto)",Spanish,1591      ,1652      ,,http://vocab.getty.edu/page/ulan/500008521,https://www.wikidata.org/wiki/Q297838,1648,1648,1648,Oil on canvas,82 1/2 x 60 3/4 in. (209.6 x 154.3 cm),"Samuel D. Lee Fund, 1934",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437455,https://www.wikidata.org/wiki/Q19911538,,"Metropolitan Museum of Art, New York, NY",Holy Family|Saint Anne|Saint Catherine|Saint Joseph|Jesus|Virgin Mary,http://vocab.getty.edu/page/ia/901001175|http://vocab.getty.edu/page/ia/901001010| |http://vocab.getty.edu/page/ia/901000953|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q618057|https://www.wikidata.org/wiki/Q164294| |https://www.wikidata.org/wiki/Q128267|https://www.wikidata.org/wiki/Q302|https://www.wikidata.org/wiki/Q345
32.100.43,True,True,True,437487,,European Paintings,1932,Painting,"Francesco d'Este (born about 1429, died after July 20, 1486)",,,,,,16232,Artist, ,Rogier van der Weyden,"Netherlandish, Tournai ca. 1399–1464 Brussels", ,Rogier van der Weyden,Netherlandish,1399      ,1464      ,,http://vocab.getty.edu/page/ulan/500008384,https://www.wikidata.org/wiki/Q68631,ca. 1460,1455,1465,Oil on wood,"Overall 12 1/2 x 8 3/4 in. (31.8 x 22.2 cm): painted surface, each side 11 3/4 x 8 in. (29.8 x 20.3 cm)","The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437487,https://www.wikidata.org/wiki/Q3399428,,"Metropolitan Museum of Art, New York, NY",Rings|Men|Portraits|Hammers,http://vocab.getty.edu/page/aat/300046012|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300024823,https://www.wikidata.org/wiki/Q46847|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q25294
17.190.7,True,False,True,437490,,European Paintings,1917,Painting,The Annunciation,,,,,,16211,Artist, ,Hans Memling,"Netherlandish, Seligenstadt, active by 1465–died 1494 Bruges", ,"Memling, Hans",Netherlandish,1465      ,1494      ,,http://vocab.getty.edu/page/ulan/500005611,https://www.wikidata.org/wiki/Q106851,ca. 1465–70,1465,1470,Oil on wood,73 1/4 x 45 1/4 in. (186.1 x 114.9 cm),"Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437490,https://www.wikidata.org/wiki/Q19911422,,"Metropolitan Museum of Art, New York, NY",Men|Annunciation|Virgin Mary|Bedrooms|Archangel Gabriel|Beds,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300412102|http://vocab.getty.edu/page/ia/901000032|http://vocab.getty.edu/page/aat/300004364|http://vocab.getty.edu/page/ia/901000493|http://vocab.getty.edu/page/aat/300038697,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q154326|https://www.wikidata.org/wiki/Q345|https://www.wikidata.org/wiki/Q193837|https://www.wikidata.org/wiki/Q81989|https://www.wikidata.org/wiki/Q42177
1981.238,True,True,True,437532,,European Paintings,1981,Painting,"Rubens, Helena Fourment (1614–1673), and Their Son Frans (1633–1678)",,,,,,16235,Artist, ,Peter Paul Rubens,"Flemish, Siegen 1577–1640 Antwerp", ,"Rubens, Peter Paul",Flemish,1577      ,1640      ,,http://vocab.getty.edu/page/ulan/500002921,https://www.wikidata.org/wiki/Q5599,ca. 1635,1630,1640,Oil on wood,80 1/4 x 62 1/4 in. (203.8 x 158.1 cm),"Gift of Mr. and Mrs. Charles Wrightsman, in honor of Sir John Pope-Hennessy, 1981",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437532,https://www.wikidata.org/wiki/Q19547185,,"Metropolitan Museum of Art, New York, NY",Boys|Men|Portraits|Self-portraits|Women|Parrots|Family|Couples,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300124534|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300250076|http://vocab.getty.edu/page/aat/300435378|http://vocab.getty.edu/page/aat/300379217,https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q192110|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q15548309|https://www.wikidata.org/wiki/Q8436|https://www.wikidata.org/wiki/Q219160
14.40.623,True,True,True,437549,965,European Paintings,1914,Painting,Wheat Fields,,,,,,16235,Artist, ,Jacob van Ruisdael,"Dutch, Haarlem 1628/29–1682 Amsterdam", ,"Ruisdael, Jacob van",Dutch,1628      ,1682      ,,http://vocab.getty.edu/page/ulan/500027077,https://www.wikidata.org/wiki/Q213612,ca. 1670,1665,1675,Oil on canvas,39 3/8 x 51 1/4 in. (100 x 130.2 cm),"Bequest of Benjamin Altman, 1913",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437549,https://www.wikidata.org/wiki/Q19905217,,"Metropolitan Museum of Art, New York, NY",Roads|Landscapes,http://vocab.getty.edu/page/aat/300008217|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q34442|https://www.wikidata.org/wiki/Q191163
22.75,True,True,True,437609,,European Paintings,1922,Painting,The Holy Family with the Young Saint John the Baptist,,,,,,16238,Artist, ,Andrea del Sarto (Andrea d'Agnolo),"Italian, Florence 1486–1530 Florence", ,"Sarto, Andrea del (Andrea d'Agnolo)",Italian,1486      ,1530      ,,http://vocab.getty.edu/page/ulan/500025314,https://www.wikidata.org/wiki/Q5571,ca. 1528,1523,1533,Oil on wood,53 1/2 x 39 5/8 in. (135.9 x 100.6 cm),"Maria DeWitt Jesup Fund, 1922",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437609,https://www.wikidata.org/wiki/Q3944459,,"Metropolitan Museum of Art, New York, NY",Holy Family|Saint John the Baptist|Saint Joseph|Jesus|Virgin Mary,http://vocab.getty.edu/page/ia/901001175|http://vocab.getty.edu/page/ia/901001056|http://vocab.getty.edu/page/ia/901000953|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q618057|https://www.wikidata.org/wiki/Q40662|https://www.wikidata.org/wiki/Q128267|https://www.wikidata.org/wiki/Q302|https://www.wikidata.org/wiki/Q345
61.101.17,True,True,True,437654,825,European Paintings,1961,Painting,Circus Sideshow (Parade de cirque),,,,,,16240,Artist, ,Georges Seurat,"French, Paris 1859–1891 Paris", ,"Seurat, Georges",French,1859      ,1891      ,,http://vocab.getty.edu/page/ulan/500008873,https://www.wikidata.org/wiki/Q34013,1887–88,1887,1888,Oil on canvas,39 1/4 x 59 in. (99.7 x 149.9 cm),"Bequest of Stephen C. Clark, 1960",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437654,https://www.wikidata.org/wiki/Q3823444,,"Metropolitan Museum of Art, New York, NY",Circus|Musicians|Musical Instruments|Men|Women,http://vocab.getty.edu/page/aat/300069235|http://vocab.getty.edu/page/aat/300025666|http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q47928|https://www.wikidata.org/wiki/Q639669|https://www.wikidata.org/wiki/Q34379|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
51.112.6,True,True,True,437658,825,European Paintings,1951,Painting,"Study for ""A Sunday on La Grande Jatte""",,,,,,16240,Artist, ,Georges Seurat,"French, Paris 1859–1891 Paris", ,"Seurat, Georges",French,1859      ,1891      ,,http://vocab.getty.edu/page/ulan/500008873,https://www.wikidata.org/wiki/Q34013,1884,1884,1884,Oil on canvas,27 3/4 x 41 in. (70.5 x 104.1 cm),"Bequest of Sam A. Lewisohn, 1951",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437658,https://www.wikidata.org/wiki/Q3976307,,"Metropolitan Museum of Art, New York, NY",Leisure|Children|Men|Women|Dogs|Monkeys|Rivers,http://vocab.getty.edu/page/aat/300138173|http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300250028|http://vocab.getty.edu/page/aat/300008707,https://www.wikidata.org/wiki/Q180910|https://www.wikidata.org/wiki/Q7569|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q1367|https://www.wikidata.org/wiki/Q4022
41.100.23,True,True,True,437675,952,European Paintings,1941,Painting,Saint Andrew,,,,,,16210,Artist, ,Simone Martini,"Italian, Siena, active by 1315–died 1344 Avignon", ,"Martini, Simone",Italian,1315      ,1344      ,,http://vocab.getty.edu/page/ulan/500399029,https://www.wikidata.org/wiki/Q221043,ca. 1326,1321,1331,"Tempera on wood, gold ground",22 1/2 x 14 7/8 in. (57.2 x 37.8 cm),"Gift of George Blumenthal, 1941",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437675,https://www.wikidata.org/wiki/Q19911491,,"Metropolitan Museum of Art, New York, NY",Men|Saints,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q43115
58.89,True,True,True,437749,,European Paintings,1958,Painting,Merry Company on a Terrace,,,,,,16246,Artist, ,Jan Steen,"Dutch, Leiden 1626–1679 Leiden", ,"Steen, Jan",Dutch,1626      ,1679      ,,http://vocab.getty.edu/page/ulan/500115664,https://www.wikidata.org/wiki/Q205863,ca. 1670,1665,1675,Oil on canvas,55 1/2 x 51 3/4 in. (141 x 131.4 cm),"Fletcher Fund, 1958",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437749,https://www.wikidata.org/wiki/Q19905429,,"Metropolitan Museum of Art, New York, NY",Food|Children|Men|Women|Dogs|Dining|Musicians|Toys,http://vocab.getty.edu/page/aat/300254496|http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300379052|http://vocab.getty.edu/page/aat/300025666|http://vocab.getty.edu/page/aat/300211037,https://www.wikidata.org/wiki/Q2095|https://www.wikidata.org/wiki/Q7569|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q661199|https://www.wikidata.org/wiki/Q639669|https://www.wikidata.org/wiki/Q11422
1984.459.1,True,True,True,437769,964,European Paintings,1984,Painting,Clothing the Naked,,,,,,16250,Artist, ,Michiel Sweerts,"Flemish, Brussels 1618–1664 Goa", ,"Sweerts, Michiel",Flemish,1618      ,1664      ,,http://vocab.getty.edu/page/ulan/500026983,https://www.wikidata.org/wiki/Q1342328,ca. 1661,1656,1666,Oil on canvas,32 1/4 x 45 in. (81.9 x 114.3 cm),"Gift of Mr. and Mrs. Charles Wrightsman, 1984",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437769,https://www.wikidata.org/wiki/Q20167131,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441
1977.1.3,True,True,True,437790,,European Paintings,1977,"Painting, sketch",Allegory of the Planets and Continents,,,,,,16253,Artist, ,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid", ,"Tiepolo, Giovanni Battista",Italian,1696      ,1770      ,,http://vocab.getty.edu/page/ulan/500018523,https://www.wikidata.org/wiki/Q186202,1752,1752,1752,Oil on canvas,73 x 54 7/8 in. (185.4 x 139.4 cm),"Gift of Mr. and Mrs. Charles Wrightsman, 1977",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437790,https://www.wikidata.org/wiki/Q19911765,,"Metropolitan Museum of Art, New York, NY",Men|Male Nudes|Women|Female Nudes|Elephants|Horses,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300250160|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q7378|https://www.wikidata.org/wiki/Q726
49.7.16,True,True,True,437826,,European Paintings,1949,Painting,Venus and Adonis,,,,,,16255,Artist, ,Titian (Tiziano Vecellio),"Italian, Pieve di Cadore ca. 1485/90?–1576 Venice", ,Titian (Tiziano Vecellio),Italian,1485      ,1576      ,,http://vocab.getty.edu/page/ulan/500031075,https://www.wikidata.org/wiki/Q47551,1550s,1550,1559,Oil on canvas,42 x 52 1/2 in. (106.7 x 133.4 cm),"The Jules Bache Collection, 1949",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437826,https://www.wikidata.org/wiki/Q4009570,,"Metropolitan Museum of Art, New York, NY",Cupid|Adonis|Venus|Dogs,http://vocab.getty.edu/page/aat/300380105|http://vocab.getty.edu/page/ia/901000521|http://vocab.getty.edu/page/ia/901001064|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q5011|https://www.wikidata.org/wiki/Q163920|https://www.wikidata.org/wiki/Q47652|https://www.wikidata.org/wiki/Q144
67.187.108,True,True,True,437835,817,European Paintings,1967,Painting,"The Englishman (William Tom Warrener, 1861–1934) at the Moulin Rouge",,,,,,16256,Artist, ,Henri de Toulouse-Lautrec,"French, Albi 1864–1901 Saint-André-du-Bois", ,"Toulouse-Lautrec, Henri de",French,1864      ,1901      ,,http://vocab.getty.edu/page/ulan/500029114,https://www.wikidata.org/wiki/Q82445,1892,1892,1892,Oil on cardboard,33 3/4 x 26 in. (85.7 x 66 cm),"Bequest of Miss Adelaide Milton de Groot (1876-1967), 1967",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437835,https://www.wikidata.org/wiki/Q19905264,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
96.29,True,True,True,437854,808,European Paintings,1896,Painting,Whalers,,,,,,16257,Artist, ,Joseph Mallord William Turner,"British, London 1775–1851 London", ,"Turner, Joseph Mallord William",British,1775      ,1851      ,,http://vocab.getty.edu/page/ulan/500026846,https://www.wikidata.org/wiki/Q159758,ca. 1845,1840,1850,Oil on canvas,36 1/8 x 48 1/4 in. (91.8 x 122.6 cm),"Catharine Lorillard Wolfe Collection, Wolfe Fund, 1896",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437854,https://www.wikidata.org/wiki/Q19904831,,"Metropolitan Museum of Art, New York, NY",Whales|Seascapes|Boats,http://vocab.getty.edu/page/aat/300250157|http://vocab.getty.edu/page/aat/300117546|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q1865281|https://www.wikidata.org/wiki/Q158607|https://www.wikidata.org/wiki/Q35872
1971.86,True,True,True,437869,955,European Paintings,1971,Painting,Juan de Pareja (ca. 1608–1670),,,,,,16261,Artist, ,Velázquez (Diego Rodríguez de Silva y Velázquez),"Spanish, Seville 1599–1660 Madrid", ,Velázquez (Diego Rodríguez de Silva y Velázquez),Spanish,1599      ,1660      ,,http://vocab.getty.edu/page/ulan/500016881,https://www.wikidata.org/wiki/Q297,1650,1650,1650,Oil on canvas,32 x 27 1/2 in. (81.3 x 69.9 cm),"Purchase, Fletcher and Rogers Funds, and Bequest of Miss Adelaide Milton de Groot (1876-1967), by exchange, supplemented by gifts from friends of the Museum, 1971",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437869,https://www.wikidata.org/wiki/Q4717953,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
1979.396.1,True,True,True,437879,964,European Paintings,1979,Painting,Study of a Young Woman,,,,,,10841,Artist, ,Johannes Vermeer,"Dutch, Delft 1632–1675 Delft", ,"Vermeer, Johannes",Dutch,1632      ,1675      ,,http://vocab.getty.edu/page/ulan/500032927,https://www.wikidata.org/wiki/Q41264,ca. 1665–67,1665,1667,Oil on canvas,17 1/2 x 15 3/4 in. (44.5 x 40 cm),"Gift of Mr. and Mrs. Charles Wrightsman, in memory of Theodore Rousseau Jr., 1979",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437879,https://www.wikidata.org/wiki/Q958088,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
89.15.21,True,True,True,437881,964,European Paintings,1889,Painting,Young Woman with a Water Pitcher,,,,,,10841,Artist, ,Johannes Vermeer,"Dutch, Delft 1632–1675 Delft", ,"Vermeer, Johannes",Dutch,1632      ,1675      ,,http://vocab.getty.edu/page/ulan/500032927,https://www.wikidata.org/wiki/Q41264,ca. 1662,1657,1667,Oil on canvas,18 x 16 in. (45.7 x 40.6 cm),"Marquand Collection, Gift of Henry G. Marquand, 1889",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437881,https://www.wikidata.org/wiki/Q386453,,"Metropolitan Museum of Art, New York, NY",Interiors|Women|Maps|Pitchers,http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300028094|http://vocab.getty.edu/page/aat/300194765,https://www.wikidata.org/wiki/Q2998430|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q4006|https://www.wikidata.org/wiki/Q132397
10.189,True,True,True,437891,,European Paintings,1910,Painting,Mars and Venus United by Love,,,,,,16263,Artist, ,Paolo Veronese (Paolo Caliari),"Italian, Verona 1528–1588 Venice", ,"Veronese, Paolo (Paolo Caliari)",Italian,1528      ,1588      ,,http://vocab.getty.edu/page/ulan/500021218,https://www.wikidata.org/wiki/Q9440,1570s,1570,1579,Oil on canvas,81 x 63 3/8 in. (205.7 x 161 cm),"John Stewart Kennedy Fund, 1910",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437891,https://www.wikidata.org/wiki/Q9372005,,"Metropolitan Museum of Art, New York, NY",Cupid|Mars|Venus|Horses,http://vocab.getty.edu/page/aat/300380105|http://vocab.getty.edu/page/ia/901001031|http://vocab.getty.edu/page/ia/901001064|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q5011|https://www.wikidata.org/wiki/Q112|https://www.wikidata.org/wiki/Q47652|https://www.wikidata.org/wiki/Q726
54.182,True,True,True,437900,,European Paintings,1954,Painting,"Comtesse de la Châtre (Marie Charlotte Louise Perrette Aglaé Bontemps, 1762–1848)",,,,,,16264,Artist, ,Elisabeth Louise Vigée Le Brun,"French, Paris 1755–1842 Paris", ,"Vigée Le Brun, Elisabeth Louise",French,1755      ,1842      ,Female,http://vocab.getty.edu/page/ulan/500010070,https://www.wikidata.org/wiki/Q213163,1789,1789,1789,Oil on canvas,45 x 34 1/2 in. (114.3 x 87.6 cm),"Gift of Jessie Woolworth Donahue, 1954",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437900,https://www.wikidata.org/wiki/Q19912372,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
34.138,True,True,True,437926,,European Paintings,1934,Painting,Mezzetin,,,,,,16269,Artist, ,Antoine Watteau,"French, Valenciennes 1684–1721 Nogent-sur-Marne", ,"Watteau, Antoine",French,1684      ,1721      ,,http://vocab.getty.edu/page/ulan/500032644,https://www.wikidata.org/wiki/Q183221,ca. 1718–20,1718,1720,Oil on canvas,21 3/4 x 17 in. (55.2 x 43.2 cm),"Munsey Fund, 1934",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437926,https://www.wikidata.org/wiki/Q17635065,,"Metropolitan Museum of Art, New York, NY",Men|Guitars|Actors|Music,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300042025|http://vocab.getty.edu/page/aat/300025658|http://vocab.getty.edu/page/aat/300435214,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q6607|https://www.wikidata.org/wiki/Q33999|https://www.wikidata.org/wiki/Q638
27.137,True,True,True,437971,,European Paintings,1927,Painting,The Young Virgin,,,,,,16279,Artist, ,Francisco de Zurbarán,"Spanish, Fuente de Cantos 1598–1664 Madrid", ,"Zurbarán, Francisco de",Spanish,1598      ,1664      ,,http://vocab.getty.edu/page/ulan/500001984,https://www.wikidata.org/wiki/Q209615,ca. 1632–33,1632,1633,Oil on canvas,46 x 37 in. (116.8 x 94 cm),"Fletcher Fund, 1927",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437971,https://www.wikidata.org/wiki/Q6163639,,"Metropolitan Museum of Art, New York, NY",Lilies|Sewing|Virgin Mary,http://vocab.getty.edu/page/aat/300375591|http://vocab.getty.edu/page/aat/300053658|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q40458125|https://www.wikidata.org/wiki/Q652122|https://www.wikidata.org/wiki/Q345
2019.141.10,True,False,True,438112,,European Paintings,2019,Painting,Queen Henrietta Maria,,,,,,16185,Artist, ,Anthony van Dyck,"Flemish, Antwerp 1599–1641 London", ,"Dyck, Anthony van",Flemish,1599      ,1641      ,,http://vocab.getty.edu/page/ulan/500115190,https://www.wikidata.org/wiki/Q150679,1636,1636,1636,Oil on canvas,41 5/8 × 33 1/4 in. (105.7 × 84.5 cm),"Bequest of Mrs. Charles Wrightsman in honor of Annette de la Renta, 2019",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438112,https://www.wikidata.org/wiki/Q78639467,,"Metropolitan Museum of Art, New York, NY",Queens|Portraits|Women|Crowns,http://vocab.getty.edu/page/aat/300025483|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300046020,https://www.wikidata.org/wiki/Q16511993|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q170984
2000.51,True,True,True,438417,807,European Paintings,2000,Painting,Two Men Contemplating the Moon,,,,,,16190,Artist, ,Caspar David Friedrich,"German, Greifswald 1774–1840 Dresden", ,"Friedrich, Caspar David",German,1774      ,1840      ,,http://vocab.getty.edu/page/ulan/500116242,https://www.wikidata.org/wiki/Q104884,ca. 1825–30,1825,1830,Oil on canvas,13 3/4 x 17 1/4 in. (34.9 x 43.8 cm),"Wrightsman Fund, 2000",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438417,https://www.wikidata.org/wiki/Q17281208,,"Metropolitan Museum of Art, New York, NY",Contemplation|Men|Moon,http://vocab.getty.edu/page/aat/300264547|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300386951,https://www.wikidata.org/wiki/Q1123855|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q405
2002.436,True,True,True,438605,,European Paintings,2002,Painting,The Crucifixion,,,,,,16207,Artist, ,Pietro Lorenzetti,"Italian, active Siena 1320–44", ,"Lorenzetti, Pietro",Italian,1320      ,1344      ,,http://vocab.getty.edu/page/ulan/500030946,https://www.wikidata.org/wiki/Q309635,1340s,1340,1344,Tempera and gold leaf on wood,Overall 16 1/2 x 12 1/2 in. (41.9 x 31.8 cm); painted surface 14 1/8 x 10 1/8 in. (35.9 x 25.7 cm),"Purchase, Lila Acheson Wallace Gift and Gwynne Andrews Fund, 2002",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438605,https://www.wikidata.org/wiki/Q19911922,,"Metropolitan Museum of Art, New York, NY",Men|Women|Horses|Crucifixion|Christ|Virgin Mary,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300404300|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q3235597|https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q345
